size, calculation time
100, 0.02
100, 0.03
100, 0.02
100, 0.02
100, 0.02
500, 1.92
500, 1.92
500, 1.91
500, 1.91
500, 1.91
1000, 13.75
1000, 13.75
1000, 13.75
1000, 13.75
1000, 13.75
2000, 119.46
2000, 125.52
2000, 124.8
2000, 122.96
2000, 120.42
200, 0.12
200, 0.12
200, 0.13
200, 0.12
200, 0.12
