size,calculation time
100, 0.125344
100, 0.137504
100, 0.124384
100, 0.101344
200, 0.26816
200, 0.260512
200, 0.29872
200, 0.26912
200, 0.298304
500, 1.73382
500, 2.4297
500, 1.75658
500, 1.65594
500, 1.62787
1000, 10.1317
1000, 11.6461
1000, 9.48154
1000, 8.96998
1000, 8.66048
2000, 63.8586
2000, 77.941
2000, 65.9824
2000, 51.3692
2000, 51.1291
