size,calculation time
100, 0.145472
100, 0.113856
100, 0.1144
100, 0.123776
200, 0.334176
200, 0.32368
200, 0.351968
200, 0.333952
200, 0.34832
500, 3.01568
500, 3.54198
500, 3.00112
500, 2.95786
500, 2.9608
1000, 20.357
1000, 20.5854
1000, 19.2228
1000, 18.6973
1000, 18.7326
2000, 154.444
2000, 103.202
2000, 95.9233
2000, 89.0614
2000, 78.9912
