size,calculation time
100, 0.10352
100, 0.09424
100, 0.090464
100, 0.091136
200, 0.272416
200, 0.246304
200, 0.263328
200, 0.225792
200, 0.224608
500, 1.64614
500, 3.15133
500, 1.89094
500, 1.57907
500, 1.52502
1000, 9.57491
1000, 10.9231
1000, 8.74765
1000, 7.89286
1000, 7.95402
2000, 58.1222
2000, 77.5653
2000, 76.6733
2000, 69.786
2000, 68.7695
