size,calculation time
100, 0.34128
100, 0.122368
100, 0.15568
100, 0.100992
100, 0.1056
200, 0.332256
200, 0.332096
200, 0.24848
200, 0.262976
200, 0.236288
500, 2.52048
500, 2.60218
500, 2.06173
500, 1.93734
500, 1.9471
1000, 12.9311
1000, 14.0741
1000, 13.308
1000, 11.0737
1000, 11.1321
2000, 83.3495
2000, 87.7981
2000, 83.3469
2000, 76.0129
2000, 64.6438
